1,0,0,0,1,1,120.2533,3747,1054,10060560
1,0,0,1,1,1,125.5744,1439,155,7849392
1,0,0,2,1,1,115.6348,13334,14681,9022508
1,0,0,3,1,1,165.1691,11119,9894,9941384
1,0,0,4,1,1,115.6348,14391,19335,9468240
1,0,0,-1,1.25,1.25,120.6541,3921,772,11817456
1,0,0,-1,1.25,2,177.5392,10534,4246,12220520
1,0,0,-1,2,2,217.4901,14237,1165,14602608
1,0,0,-1,2,1.25,121.0646,16443,266,14063592
1,0,1,0,2,1.25,222.4876,149,4,14857196
1,0,1,0,1.25,1.25,184.5869,413,21,14333092
1,0,1,0,2,1.25,222.4876,149,4,15065124
1,0,1,1,2,1.25,241.5158,136,5,15810948
1,0,1,1,1.25,1.25,217.0673,194,8,13979052
1,0,1,1,2,1.25,241.5158,136,4,14798920
1,0,1,2,2,1.25,117.0217,1665,192,12894936
1,0,1,2,1.25,1.25,115.6348,10382,8686,14450944
1,0,1,2,2,1.25,117.0217,1665,193,14888856
1,0,1,3,2,1.25,159.8526,1168,109,14254456
1,0,1,3,1.25,1.25,145.1026,1733,231,13504752
1,0,1,3,2,1.25,159.8526,1168,108,15655232
1,0,1,4,2,1.25,116.8575,6936,3741,12024976
1,0,1,4,1.25,1.25,115.6348,13441,17786,11015220
1,0,1,4,2,1.25,116.8575,6936,3566,13041140
1,0,1,-1,1.25,1.25,120.6541,20364,759,11306752
1,0,1,-1,1.25,2,177.5392,26977,4333,17164160
1,0,1,-1,2,2,217.4901,30680,1268,17896120
1,0,1,-1,2,1.25,121.0646,32886,307,18694716
1,0,2,-1,2,1.25,115.6348,15358,25026,12898604
1,0,2,-1,1.25,1.25,120.6541,36807,820,14882368
1,0,2,-1,1.25,2,177.5392,43420,4479,15931128
1,0,2,-1,2,2,217.4901,47123,1164,15030900
1,0,2,-1,2,1.25,121.0646,49329,253,13929552
1,0,3,-1,1.25,1.25,115.6348,13334,20496,16082340
1,0,3,-1,1.25,2,120.2533,3747,26814,15386276
1,0,3,-1,2,2,115.6348,13334,26083,14982668
1,0,3,-1,2,1.25,115.6348,13334,23643,13119952
1,0,4,-1,1.25,1.25,120.6541,53250,742,14193128
1,0,4,-1,1.25,2,177.5392,59863,4814,15832992
1,0,4,-1,2,2,217.4901,63566,1234,15642948
1,0,4,-1,2,1.25,121.0646,65772,313,16437716
1,1,0,0,2,1.25,109.3627,2833,565,16240196
1,1,0,1,2,1.25,110.1985,966,81,16455692
1,1,0,2,2,1.25,69.64951,5513,2187,16783268
1,1,0,3,2,1.25,69.64951,3984,1165,16943900
1,1,0,4,2,1.25,69.64951,6206,2813,18271776
1,1,0,-1,1.25,1.25,75.26714,72384,1624,17303440
1,1,0,-1,1.25,2,84.58453,78940,3096,16454200
1,1,0,-1,2,2,128.6691,82624,654,15382240
1,1,0,-1,2,1.25,79.20218,87592,1050,18460996
1,1,1,0,2,1.25,112.0416,98,1,16267728
1,1,1,0,1.25,1.25,109.5269,161,2,17292804
1,1,1,0,2,1.25,112.0416,98,1,18090676
1,1,1,1,2,1.25,128.9117,105,4,15869896
1,1,1,1,1.25,1.25,119.533,431,16,16747824
1,1,1,1,2,1.25,128.9117,105,1,17402916
1,1,1,2,2,1.25,70.47057,2748,492,17267740
1,1,1,2,1.25,1.25,69.64951,4958,1920,15481900
1,1,1,2,2,1.25,70.47057,2748,559,16478068
1,1,1,3,2,1.25,114.4056,2800,594,13575700
1,1,1,3,1.25,1.25,69.64951,4246,1412,19234484
1,1,1,3,2,1.25,114.4056,2800,605,15279992
1,1,1,4,2,1.25,70.47057,3811,1137,16426052
1,1,1,4,1.25,1.25,69.64951,5725,2499,16276112
