4,0,0,0,1,1,85.82655,1282,146,4233280
4,0,0,1,1,1,104.9546,548,25,7941276
4,0,0,2,1,1,83.32718,5973,2365,6089896
4,0,0,3,1,1,88.11209,3434,774,8191948
4,0,0,4,1,1,83.32718,6992,3211,8018604
4,0,0,-1,1.25,1.25,84.15561,5090,1031,6623472
4,0,0,-1,1.25,2,103.897,6898,241,7947556
4,0,0,-1,2,2,113.4252,8520,190,7065424
4,0,0,-1,2,1.25,86.1452,15273,1928,7663408
4,0,1,0,2,1.25,111.3823,85,1,8506060
4,0,1,0,1.25,1.25,103.0539,217,6,7915824
4,0,1,0,2,1.25,111.3823,85,1,8741636
4,0,1,1,2,1.25,117.946,87,1,9693700
4,0,1,1,1.25,1.25,109.5968,144,2,7891180
4,0,1,1,2,1.25,117.946,87,1,9560812
4,0,1,2,2,1.25,83.96626,3290,745,10596456
4,0,1,2,1.25,1.25,83.47363,5312,1868,10897364
4,0,1,2,2,1.25,83.96626,3290,683,13190064
4,0,1,3,2,1.25,113.5833,1375,125,12621820
4,0,1,3,1.25,1.25,96.44359,2811,490,7305216
4,0,1,3,2,1.25,113.5833,1375,132,9977708
4,0,1,4,2,1.25,83.49139,5078,1873,7684200
4,0,1,4,1.25,1.25,83.32718,6416,2788,6567840
4,0,1,4,2,1.25,83.49139,5078,1803,8543400
4,0,1,-1,1.25,1.25,84.15561,20363,1081,8960416
4,0,1,-1,1.25,2,103.897,22171,192,7613456
4,0,1,-1,2,2,113.4252,23793,190,7341096
4,0,1,-1,2,1.25,86.1452,30546,2008,8505100
4,0,2,-1,2,1.25,83.32718,10560,8022,12209440
4,0,2,-1,1.25,1.25,84.15561,35636,1144,9806748
4,0,2,-1,1.25,2,103.897,37444,233,9763536
4,0,2,-1,2,2,113.4252,39066,248,9215016
4,0,2,-1,2,1.25,86.1452,45819,2193,10466156
4,0,3,-1,1.25,1.25,83.32718,5973,3459,9283468
4,0,3,-1,1.25,2,85.82655,1282,1521,13079380
4,0,3,-1,2,2,83.32718,5973,3437,11079740
4,0,3,-1,2,1.25,83.47363,5984,3143,13216140
4,0,4,-1,1.25,1.25,84.15561,50909,1091,12301656
4,0,4,-1,1.25,2,103.897,52717,198,11730088
4,0,4,-1,2,2,113.4252,54339,210,12074108
4,0,4,-1,2,1.25,86.1452,61092,1966,13669856
4,1,0,0,2,1.25,124.6531,395,14,14834748
4,1,0,1,2,1.25,123.9031,223,10,14098068
4,1,0,2,2,1.25,114.9203,10275,8160,12329500
4,1,0,3,2,1.25,133.3658,2582,596,14524516
4,1,0,4,2,1.25,114.9203,11457,11834,14493984
4,1,0,-1,1.25,1.25,131.7874,68066,1898,13850088
4,1,0,-1,1.25,2,161.0717,70946,712,15114584
4,1,0,-1,2,2,168.2628,73757,652,12321936
4,1,0,-1,2,1.25,130.4001,76400,424,16183792
4,1,1,0,2,1.25,166.022,159,7,13213056
4,1,1,0,1.25,1.25,124.8173,222,12,14262400
4,1,1,0,2,1.25,166.022,159,6,15000848
4,1,1,1,2,1.25,215.1776,180,7,15919880
4,1,1,1,1.25,1.25,211.4852,270,14,14268440
4,1,1,1,2,1.25,215.1776,180,17,15291952
4,1,1,2,2,1.25,120.5036,1764,266,15374976
4,1,1,2,1.25,1.25,114.9203,7814,4292,14199628
4,1,1,2,2,1.25,120.5036,1764,223,13996700
4,1,1,3,2,1.25,180.234,2175,408,12552068
4,1,1,3,1.25,1.25,153.8259,2968,663,14703240
4,1,1,3,2,1.25,180.234,2175,362,14432600
4,1,1,4,2,1.25,117.8762,7338,3764,13163704
4,1,1,4,1.25,1.25,114.9203,10219,7970,20389224
4,1,1,4,2,1.25,117.8762,7338,4153,13431892
4,1,1,-1,1.25,1.25,131.7874,83374,1843,15051432
4,1,1,-1,1.25,2,161.0717,86254,683,15803712
4,1,1,-1,2,2,168.2628,89065,763,13545176
4,1,1,-1,2,1.25,130.4001,91708,410,16666304
4,1,2,-1,2,1.25,114.9203,14606,19045,13925128
4,1,2,-1,1.25,1.25,131.7874,98682,1814,14527564
4,1,2,-1,1.25,2,161.0717,101562,697,14766388
4,1,2,-1,2,2,168.2628,104373,605,15809360
4,1,2,-1,2,1.25,130.4001,107016,344,13122396
4,1,3,-1,1.25,1.25,114.9203,10275,11086,14911292
4,1,3,-1,1.25,2,133.3658,2610,8576,12691872
4,1,3,-1,2,2,114.9203,10275,13148,14332192
4,1,3,-1,2,1.25,114.9203,10275,12404,18608568
4,1,4,-1,1.25,1.25,131.7874,113990,2080,16680128
4,1,4,-1,1.25,2,161.0717,116870,663,14574084
4,1,4,-1,2,2,168.2628,119681,697,13953612
4,1,4,-1,2,1.25,130.4001,122324,371,13683220
4,2,0,0,2,1.25,92.37312,678,38,13364536
4,2,0,1,2,1.25,77.58325,139,3,13960460
4,2,0,2,2,1.25,67.11396,2137,316,13937864
4,2,0,3,2,1.25,83.55941,1516,184,14317264
4,2,0,4,2,1.25,67.11396,3743,993,13582936
4,2,0,-1,1.25,1.25,71.93504,124626,259,16454168
4,2,0,-1,1.25,2,107.5257,126798,328,14757584
4,2,0,-1,2,2,124.2034,130389,926,13658800
4,2,0,-1,2,1.25,77.25611,132382,219,15132880
4,2,1,0,2,1.25,110.2285,106,3,15599664
4,2,1,0,1.25,1.25,94.51527,143,3,16065108
4,2,1,0,2,1.25,110.2285,106,4,13466944
4,2,1,1,2,1.25,137.8706,107,2,13941004
4,2,1,1,1.25,1.25,131.9319,123,3,14409564
4,2,1,1,2,1.25,137.8706,107,3,14883700
4,2,1,2,2,1.25,67.19239,1230,108,14928416
4,2,1,2,1.25,1.25,67.11396,1688,180,16556900
4,2,1,2,2,1.25,67.19239,1230,97,16084968
4,2,1,3,2,1.25,119.1611,1001,80,14868332
4,2,1,3,1.25,1.25,94.29775,1244,113,14644396
4,2,1,3,2,1.25,119.1611,1001,110,16248072
4,2,1,4,2,1.25,75.46751,2910,532,16188096
4,2,1,4,1.25,1.25,67.11396,2889,604,16913584
4,2,1,4,2,1.25,75.46751,2910,644,14918952
4,2,1,-1,1.25,1.25,71.93504,134684,275,15676592
4,2,1,-1,1.25,2,107.5257,136856,348,14736084
4,2,1,-1,2,2,124.2034,140447,864,15296832
4,2,1,-1,2,1.25,77.25611,142440,260,14125856
4,2,2,-1,2,1.25,67.11396,7073,3782,15272936
4,2,2,-1,1.25,1.25,71.93504,144742,282,16473900
4,2,2,-1,1.25,2,107.5257,146914,348,14029724
4,2,2,-1,2,2,124.2034,150505,827,13626924
4,2,2,-1,2,1.25,77.25611,152498,247,14310288
4,2,3,-1,1.25,1.25,67.11396,2118,392,17470660
4,2,3,-1,1.25,2,67.11396,2118,577,16958188
4,2,3,-1,2,2,67.11396,2118,373,16377908
4,2,3,-1,2,1.25,67.11396,2118,374,14213664
4,2,4,-1,1.25,1.25,71.93504,154800,290,15712876
4,2,4,-1,1.25,2,107.5257,156972,337,12341480
4,2,4,-1,2,2,124.2034,160563,908,12905076
4,2,4,-1,2,1.25,77.25611,162556,256,13982660
4,3,0,0,2,1.25,96.69545,1700,264,15536376
4,3,0,1,2,1.25,173.3407,1404,229,15132744
4,3,0,2,2,1.25,93.46016,7459,4029,16726556
4,3,0,3,2,1.25,93.46016,4249,1487,15695556
4,3,0,4,2,1.25,93.46016,9202,6706,16523188
4,3,0,-1,1.25,1.25,94.28123,167550,1473,14134804
4,3,0,-1,1.25,2,134.6617,170462,686,14455768
4,3,0,-1,2,2,166.1311,175054,1474,12271108
4,3,0,-1,2,1.25,94.60966,179023,789,14980936
4,3,1,0,2,1.25,176.6188,161,5,13264144
4,3,1,0,1.25,1.25,174.1691,222,6,14913220
4,3,1,0,2,1.25,176.6188,161,5,13152112
4,3,1,1,2,1.25,185.8676,171,4,14170068
4,3,1,1,1.25,1.25,176.0686,233,6,15602084
4,3,1,1,2,1.25,185.8676,171,8,14186328
4,3,1,2,2,1.25,93.78859,2213,335,15339724
4,3,1,2,1.25,1.25,93.46016,6144,2808,15853004
4,3,1,2,2,1.25,93.78859,2213,354,13956784
4,3,1,3,2,1.25,118.6366,3648,908,15353856
4,3,1,3,1.25,1.25,93.46016,3952,1129,16608124
4,3,1,3,2,1.25,118.6366,3648,1042,13474116
4,3,1,4,2,1.25,93.78859,3478,1061,13756448
4,3,1,4,1.25,1.25,93.46016,8111,5713,14319408
4,3,1,4,2,1.25,93.78859,3478,873,16461028
4,3,1,-1,1.25,1.25,94.28123,184017,1445,14278308
4,3,1,-1,1.25,2,134.6617,186929,725,15620776
4,3,1,-1,2,2,166.1311,191521,1694,14863484
4,3,1,-1,2,1.25,94.60966,195490,910,19275264
4,3,2,-1,2,1.25,93.46016,13261,16797,18234060
4,3,2,-1,1.25,1.25,94.28123,200484,1356,15484124
4,3,2,-1,1.25,2,134.6617,203396,717,14007960
4,3,2,-1,2,2,166.1311,207988,1536,14500152
4,3,2,-1,2,1.25,94.60966,211957,990,14291672
4,3,3,-1,1.25,1.25,93.46016,7458,8230,16151492
4,3,3,-1,1.25,2,93.46016,7458,8256,16540024
4,3,3,-1,2,2,93.46016,7458,7523,17939360
4,3,3,-1,2,1.25,93.46016,7458,7461,25402464
4,3,4,-1,1.25,1.25,94.28123,216951,1332,15952184
4,3,4,-1,1.25,2,134.6617,219863,623,20951240
4,3,4,-1,2,2,166.1311,224455,1505,14965420
4,3,4,-1,2,1.25,94.60966,228424,976,16412668
4,4,0,0,2,1.25,115.6838,1679,228,16242392
4,4,0,1,2,1.25,142.3002,667,58,16008264
4,4,0,2,2,1.25,114.8805,10036,7853,17283912
4,4,0,3,2,1.25,116.3406,5106,1858,15560976
4,4,0,4,2,1.25,114.8805,11841,12417,14316464
4,4,0,-1,1.25,1.25,116.5373,238041,3943,17812508
4,4,0,-1,1.25,2,134.6752,241276,748,13770984
4,4,0,-1,2,2,141.3455,244295,576,15352908
4,4,0,-1,2,1.25,118.2549,257421,6304,16444040
4,4,1,0,2,1.25,144.3676,111,2,16777932
4,4,1,0,1.25,1.25,129.9754,126,3,17128860
4,4,1,0,2,1.25,144.3676,111,6,14551692
4,4,1,1,2,1.25,153.2021,118,2,14911504
4,4,1,1,1.25,1.25,145.8676,138,3,15317864
4,4,1,1,2,1.25,153.2021,118,2,15707424
4,4,1,2,2,1.25,116.1764,5400,2031,17082040
4,4,1,2,1.25,1.25,114.8805,8853,5953,17701868
4,4,1,2,2,1.25,116.1764,5400,2377,20096640
4,4,1,3,2,1.25,138.0894,2526,517,17125208
4,4,1,3,1.25,1.25,126.397,4293,1281,14385452
4,4,1,3,2,1.25,138.0894,2526,424,15160016
4,4,1,4,2,1.25,114.8805,8525,5867,16111148
4,4,1,4,1.25,1.25,114.8805,11012,9989,15361196
4,4,1,4,2,1.25,114.8805,8525,5184,14891532
4,4,1,-1,1.25,1.25,116.5373,267038,3558,15841708
4,4,1,-1,1.25,2,134.6752,270273,822,17032028
4,4,1,-1,2,2,141.3455,273292,615,16543180
4,4,1,-1,2,1.25,118.2549,286418,6265,17198048
4,4,2,-1,2,1.25,114.8805,14538,21881,18852988
4,4,2,-1,1.25,1.25,116.5373,296035,3711,15414344
4,4,2,-1,1.25,2,134.6752,299270,741,15758248
4,4,2,-1,2,2,141.3455,302289,563,17953868
4,4,2,-1,2,1.25,118.2549,315415,6477,17333840
4,4,3,-1,1.25,1.25,114.8805,10036,12986,17648388
4,4,3,-1,1.25,2,115.6838,1677,2818,17386680
4,4,3,-1,2,2,114.8805,10036,12447,20080804
4,4,3,-1,2,1.25,114.8805,10036,9236,15185012
4,4,4,-1,1.25,1.25,116.5373,325032,3571,19131680
4,4,4,-1,1.25,2,134.6752,328267,725,15876536
4,4,4,-1,2,2,141.3455,331286,578,15235888
4,4,4,-1,2,1.25,118.2549,344412,6078,14991292
